query_id,question,gold_chunk_found,recall,mrr,ndcg,context_precision,latency_ms,rank_found,document,page,score,chunk_ids,retrieved_chunks
q28,What are examples of techniques used to seamlessly verify customers' identity?,True,1.0,1.0,1.0,0.2,635.7977390289307,1,fraud.pdf,3,0.60468125,fraud.pdf::p3::c13 | fraud.pdf::p3::c10 | fraud.pdf::p3::c12 | fraud.pdf::p5::c22 | fraud.pdf::p4::c17,"Banks are 
employing a variety of authentication mechanisms that 
seamlessly verify customers’ identity through multiple 
techniques such as voice and speech analytics, desktop 
analytics, and so on.

---

By leveraging high performance computing 
technologies, banks are analyzing massive amounts of data in 
real time and building comprehensive proles of customers that 
can be utilized for investigation of money laundering and fraud 
as well as for surveillance operations. Real-time detection
Adoption of fraud solutions that enable in depth analysis of 
internal and external data for real time fraud identication is 
gaining traction.

---

Enterprise case management
Banks are leveraging enterprise case management to improve 
the efciency of investigation workows. Data visualization tools 
for faster decision-making and robotic automation for optimal 
business processes are other common trends being seen. Next-gen authentication mechanisms
Innovative, secure authentication mechanisms that do not 
impact customer experience are being adopted.

---

Questionnaire
20
Client 
references/
track record
Insights from client references
Calls to clients
10
Table 1: Capabilities of an Effective Fraud Solution

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution"
q29,What is a key enabler in ensuring effective detection and reporting of fraudulent activities?,True,1.0,1.0,1.0,0.2,766.3941383361816,1,fraud.pdf,4,0.5558821,fraud.pdf::p4::c14 | fraud.pdf::p1::c1 | fraud.pdf::p4::c17 | fraud.pdf::p1::c0 | fraud.pdf::p2::c3,"WHITE PAPER
Making the Right Choice: Evaluating 
Solution Options 
Implementing the right solution is key to nancial crime 
prevention. The core solution engine is a key enabler in 
ensuring effective detection and reporting of fraudulent activities 
to regulators. Thus choosing the right fraud solution vendor 
after a thorough evaluation of critical organizational factors and 
business requirements assumes importance.

---

This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

Fighting Fraud in Financial 
Services: A Guide to 
Choosing the Right 
Technology Solution 
Abstract
Fraud detection and prevention pose a big 
challenge to the nancial services industry. Banks and nancial institutions typically 
invest signicant time and resources on 
combating fraud and nancial crime. A key 
component of these programs is the software 
solution used to monitor, detect, and report 
suspicious or fraudulent activity within 
nancial institutions.

---

Banks’ fraud detection and prevention solutions, on the other 
hand, are unable to keep pace with fraudsters’ shifting 
techniques as evidenced by the rapid rise in cybercrime in the 
nancial services industry. In addition, enforcing proper 
business conduct and ensuring adequate internal supervisory 
procedures and systems to control fraud are key imperatives for 
banks, failing which they are liable to be ned heavily (some 
such instances have been listed below)."
q30,Why does choosing the right fraud solution vendor assume importance?,True,1.0,0.5,0.6309297535714575,0.2,580.8353424072266,2,fraud.pdf,4,0.65607935,fraud.pdf::p1::c1 | fraud.pdf::p4::c14 | fraud.pdf::p5::c20 | fraud.pdf::p4::c17 | fraud.pdf::p5::c19,"This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER

---

WHITE PAPER
Making the Right Choice: Evaluating 
Solution Options 
Implementing the right solution is key to nancial crime 
prevention. The core solution engine is a key enabler in 
ensuring effective detection and reporting of fraudulent activities 
to regulators. Thus choosing the right fraud solution vendor 
after a thorough evaluation of critical organizational factors and 
business requirements assumes importance.

---

Choosing the right vendor will require banks to undertake a 
comprehensive evaluation process spanning current state 
assessment and demonstrations from vendors based on 
operational, domain, and technical requirements to help 
evaluate and identify the vendor to partner with. Financial 
institutions must therefore adopt solutions capable of handling 
emerging fraud trends to reap substantial returns on 
investment.

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

The Bottom Line
The implementation of a next generation fraud solution will 
deliver myriad benets such as reduced total cost of ownership, 
enhanced staff productivity, and visibility into fraud exposure, 
besides helping rms to protect their reputation and brand. Fraudsters, however, will always nd new ways to commit fraud; 
selecting the right fraud solution thus becomes a critical 
component of the larger nancial crime compliance program."
q31,What is a key capability regarding past records under Functional coverage?,True,1.0,1.0,1.0,0.2,615.8983707427979,1,fraud.pdf,4,0.4971674,fraud.pdf::p4::c17 | fraud.pdf::p7::c25 | fraud.pdf::p5::c21 | fraud.pdf::p5::c22 | fraud.pdf::p4::c15,"Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

Questionnaire
20
Client 
references/
track record
Insights from client references
Calls to clients
10
Table 1: Capabilities of an Effective Fraud Solution

---

Based on our 
experience of working with multiple global clients, we have 
identied some key capabilities that must be part of a futuristic 
fraud detection and prevention solution (see Table 1). Evaluation methodology 
In our view, a holistic assessment must map vendors’ 
capabilities to the capabilities listed in Table 1 and evaluate 
them against the key criteria shown in Table 2."
q32,What capability is required for global operations under Functional coverage?,True,1.0,1.0,1.0,0.2,589.468240737915,1,fraud.pdf,4,0.51686823,fraud.pdf::p4::c17 | fraud.pdf::p5::c21 | fraud.pdf::p4::c15 | fraud.pdf::p7::c25 | fraud.pdf::p7::c26,"Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

Based on our 
experience of working with multiple global clients, we have 
identied some key capabilities that must be part of a futuristic 
fraud detection and prevention solution (see Table 1). Evaluation methodology 
In our view, a holistic assessment must map vendors’ 
capabilities to the capabilities listed in Table 1 and evaluate 
them against the key criteria shown in Table 2.

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

Unauthorized use of the content / information appearing here may violate copyright, trademark 
and other applicable laws, and could result in criminal or civil penalties. Copyright © 2018   Tata Consultancy Services Limited
About Tata Consultancy Services Ltd (TCS)
Tata Consultancy Services is an IT services, consulting and business solutions 
organization that delivers real results to global business, ensuring a level of 
certainty no other firm can match."
q33,What Technology coverage capability ensures the system can handle growth?,True,1.0,1.0,1.0,0.2,579.3139934539795,1,fraud.pdf,4,0.528396,fraud.pdf::p4::c17 | fraud.pdf::p5::c21 | fraud.pdf::p2::c7 | fraud.pdf::p7::c25 | fraud.pdf::p3::c10,"Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

However, not all solutions available in the 
market incorporate out-of-band (OOB) capability or utilize ML 
and AI technologies. WHITE PAPER

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

By leveraging high performance computing 
technologies, banks are analyzing massive amounts of data in 
real time and building comprehensive proles of customers that 
can be utilized for investigation of money laundering and fraud 
as well as for surveillance operations. Real-time detection
Adoption of fraud solutions that enable in depth analysis of 
internal and external data for real time fraud identication is 
gaining traction."
q34,What capability under Market potential determines the financial arrangement?,True,1.0,0.5,0.6309297535714575,0.2,519.2642211914062,2,fraud.pdf,4,0.4918829,fraud.pdf::p5::c18 | fraud.pdf::p4::c17 | fraud.pdf::p5::c21 | fraud.pdf::p4::c16 | fraud.pdf::p5::c20,"WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

In addition, 
based on multiple consulting assignments, we have assigned 
weightages to demonstrations (proofs of concept) basis the rst 
four criteria in Table 2. However, these criteria and the 
weightages can be customized to suit individual bank’s 
priorities.

---

Choosing the right vendor will require banks to undertake a 
comprehensive evaluation process spanning current state 
assessment and demonstrations from vendors based on 
operational, domain, and technical requirements to help 
evaluate and identify the vendor to partner with. Financial 
institutions must therefore adopt solutions capable of handling 
emerging fraud trends to reap substantial returns on 
investment."
q35,What must a holistic assessment map vendor capabilities to?,True,1.0,0.3333333333333333,0.5,0.2,514.3125057220459,3,fraud.pdf,4,0.5285511,fraud.pdf::p5::c21 | fraud.pdf::p5::c18 | fraud.pdf::p4::c15 | fraud.pdf::p4::c17 | fraud.pdf::p5::c20,"Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

Based on our 
experience of working with multiple global clients, we have 
identied some key capabilities that must be part of a futuristic 
fraud detection and prevention solution (see Table 1). Evaluation methodology 
In our view, a holistic assessment must map vendors’ 
capabilities to the capabilities listed in Table 1 and evaluate 
them against the key criteria shown in Table 2.

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

Choosing the right vendor will require banks to undertake a 
comprehensive evaluation process spanning current state 
assessment and demonstrations from vendors based on 
operational, domain, and technical requirements to help 
evaluate and identify the vendor to partner with. Financial 
institutions must therefore adopt solutions capable of handling 
emerging fraud trends to reap substantial returns on 
investment."
q36,What is the rationale for Organizational alignment?,True,1.0,1.0,1.0,0.2,467.0257568359375,1,fraud.pdf,5,0.47743732,fraud.pdf::p5::c21 | fraud.pdf::p5::c18 | fraud.pdf::p7::c25 | fraud.pdf::p4::c16 | fraud.pdf::p1::c1,"Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

In addition, 
based on multiple consulting assignments, we have assigned 
weightages to demonstrations (proofs of concept) basis the rst 
four criteria in Table 2. However, these criteria and the 
weightages can be customized to suit individual bank’s 
priorities.

---

This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER"
q37,How is User experience assessed?,True,1.0,1.0,1.0,0.2,383.8613033294678,1,fraud.pdf,5,0.5409766,fraud.pdf::p5::c21 | fraud.pdf::p4::c16 | fraud.pdf::p5::c18 | fraud.pdf::p7::c25 | fraud.pdf::p5::c22,"Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

In addition, 
based on multiple consulting assignments, we have assigned 
weightages to demonstrations (proofs of concept) basis the rst 
four criteria in Table 2. However, these criteria and the 
weightages can be customized to suit individual bank’s 
priorities.

---

WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

Questionnaire
20
Client 
references/
track record
Insights from client references
Calls to clients
10
Table 1: Capabilities of an Effective Fraud Solution"
q38,What is the weightage given to Requirement fitment?,True,1.0,0.5,0.6309297535714575,0.2,534.4622135162354,2,fraud.pdf,5,0.49586233,fraud.pdf::p4::c16 | fraud.pdf::p5::c21 | fraud.pdf::p5::c18 | fraud.pdf::p7::c25 | fraud.pdf::p1::c1,"In addition, 
based on multiple consulting assignments, we have assigned 
weightages to demonstrations (proofs of concept) basis the rst 
four criteria in Table 2. However, these criteria and the 
weightages can be customized to suit individual bank’s 
priorities.

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER"
q39,What does Total cost of ownership encompass over a five-year period?,False,0.0,0.0,0.0,0.0,667.3471927642822,-1,N/A,N/A,N/A,fraud.pdf::p5::c21 | fraud.pdf::p7::c25 | fraud.pdf::p5::c19 | fraud.pdf::p7::c26 | fraud.pdf::p4::c17,"Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

All content / information present here is the exclusive property of  Tata Consultancy Services Limited (TCS). The content / information contained here is 
correct at the time of publishing. No material from here may be copied, modified, reproduced, republished, uploaded, transmitted, posted or distributed 
in any form without prior written permission from TCS.

---

The Bottom Line
The implementation of a next generation fraud solution will 
deliver myriad benets such as reduced total cost of ownership, 
enhanced staff productivity, and visibility into fraud exposure, 
besides helping rms to protect their reputation and brand. Fraudsters, however, will always nd new ways to commit fraud; 
selecting the right fraud solution thus becomes a critical 
component of the larger nancial crime compliance program.

---

Unauthorized use of the content / information appearing here may violate copyright, trademark 
and other applicable laws, and could result in criminal or civil penalties. Copyright © 2018   Tata Consultancy Services Limited
About Tata Consultancy Services Ltd (TCS)
Tata Consultancy Services is an IT services, consulting and business solutions 
organization that delivers real results to global business, ensuring a level of 
certainty no other firm can match.

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution"
q40,How should banks define the criteria for selecting the right vendor?,False,0.0,0.0,0.0,0.0,599.8294353485107,-1,N/A,N/A,N/A,fraud.pdf::p5::c18 | fraud.pdf::p5::c20 | fraud.pdf::p4::c14 | fraud.pdf::p5::c21 | fraud.pdf::p1::c1,"WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

Choosing the right vendor will require banks to undertake a 
comprehensive evaluation process spanning current state 
assessment and demonstrations from vendors based on 
operational, domain, and technical requirements to help 
evaluate and identify the vendor to partner with. Financial 
institutions must therefore adopt solutions capable of handling 
emerging fraud trends to reap substantial returns on 
investment.

---

WHITE PAPER
Making the Right Choice: Evaluating 
Solution Options 
Implementing the right solution is key to nancial crime 
prevention. The core solution engine is a key enabler in 
ensuring effective detection and reporting of fraudulent activities 
to regulators. Thus choosing the right fraud solution vendor 
after a thorough evaluation of critical organizational factors and 
business requirements assumes importance.

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER"
q41,What ensures a holistic assessment of vendors' capabilities?,True,1.0,1.0,1.0,0.2,512.5830173492432,1,fraud.pdf,5,0.6018343,fraud.pdf::p5::c18 | fraud.pdf::p5::c21 | fraud.pdf::p4::c15 | fraud.pdf::p5::c20 | fraud.pdf::p4::c17,"WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

Criteria
Rationale
Mode of assessment
Weightage
Organizational 
alignment
Suitability of the organization and its strategies, 
policies and systems to the  bank's landscape
Demonstration and 
questionnaire
10
Requirement
tment 
Ability to support key functional areas and meet the 
identied capability requirements
Demonstration and 
questionnaire
30
User experience
Quality and consistency of the user experience
Demonstration and 
questionnaire
10
Technical tment
Technical capabilities spanning infrastructure 
architecture, security and compliance, as well as the 
efcacy of service levels and support
Demonstration and 
questionnaire
20
Total cost of 
ownership 
Total investment needed for the software, hardware, 
hosting, support, maintenance and updates over a 
ve-year period.

---

Based on our 
experience of working with multiple global clients, we have 
identied some key capabilities that must be part of a futuristic 
fraud detection and prevention solution (see Table 1). Evaluation methodology 
In our view, a holistic assessment must map vendors’ 
capabilities to the capabilities listed in Table 1 and evaluate 
them against the key criteria shown in Table 2.

---

Choosing the right vendor will require banks to undertake a 
comprehensive evaluation process spanning current state 
assessment and demonstrations from vendors based on 
operational, domain, and technical requirements to help 
evaluate and identify the vendor to partner with. Financial 
institutions must therefore adopt solutions capable of handling 
emerging fraud trends to reap substantial returns on 
investment.

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution"
q42,What facilitates the selection of the right product by ranking different vendors?,True,1.0,1.0,1.0,0.2,639.9250030517578,1,fraud.pdf,5,0.6074996,fraud.pdf::p5::c18 | fraud.pdf::p5::c20 | fraud.pdf::p4::c14 | fraud.pdf::p1::c1 | fraud.pdf::p4::c17,"WHITE PAPER
Individual banks must dene the criteria for selecting the right 
vendor based on their specic organizational priorities. Assigning weightages to important product features and 
functionalities ensures a holistic assessment of vendors’ 
capabilities. Quantitative scoring of qualitative information helps 
banks rank different vendors’ products and facilitates the 
selection of the right product.

---

Choosing the right vendor will require banks to undertake a 
comprehensive evaluation process spanning current state 
assessment and demonstrations from vendors based on 
operational, domain, and technical requirements to help 
evaluate and identify the vendor to partner with. Financial 
institutions must therefore adopt solutions capable of handling 
emerging fraud trends to reap substantial returns on 
investment.

---

WHITE PAPER
Making the Right Choice: Evaluating 
Solution Options 
Implementing the right solution is key to nancial crime 
prevention. The core solution engine is a key enabler in 
ensuring effective detection and reporting of fraudulent activities 
to regulators. Thus choosing the right fraud solution vendor 
after a thorough evaluation of critical organizational factors and 
business requirements assumes importance.

---

This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution"
q43,What are the myriad benefits of implementing a next-generation fraud solution?,False,0.0,0.0,0.0,0.0,644.1724300384521,-1,N/A,N/A,N/A,fraud.pdf::p5::c19 | fraud.pdf::p4::c17 | fraud.pdf::p1::c1 | fraud.pdf::p5::c22 | fraud.pdf::p4::c14,"The Bottom Line
The implementation of a next generation fraud solution will 
deliver myriad benets such as reduced total cost of ownership, 
enhanced staff productivity, and visibility into fraud exposure, 
besides helping rms to protect their reputation and brand. Fraudsters, however, will always nd new ways to commit fraud; 
selecting the right fraud solution thus becomes a critical 
component of the larger nancial crime compliance program.

---

Category
Sub-Category
Market potential
Industry experience
Customer support and professional services
Pricing model
Technology coverage
Security and controls
Scalability and performance  
Infrastructure compatibility
Product and services coverage
Advanced analytics
Data and analytics platform
Functional coverage
Scenario coverage
Historical data migration
Upgrade methodology
Reporting coverage
Multi-geography support
Table 1: Capabilities of an Effective Fraud Solution

---

This paper highlights 
the critical factors that must be considered in 
selecting the right fraud solution for fraud 
control. WHITE PAPER

---

Questionnaire
20
Client 
references/
track record
Insights from client references
Calls to clients
10
Table 1: Capabilities of an Effective Fraud Solution

---

WHITE PAPER
Making the Right Choice: Evaluating 
Solution Options 
Implementing the right solution is key to nancial crime 
prevention. The core solution engine is a key enabler in 
ensuring effective detection and reporting of fraudulent activities 
to regulators. Thus choosing the right fraud solution vendor 
after a thorough evaluation of critical organizational factors and 
business requirements assumes importance."
